=========,=========,=========,=========,=========
7.756,-5.30795,1.65439,7.55849,0
8.108,-6.65349,3.16513,6.59842,0
8.458,-5.51385,4.12042,6.28957,0
8.812,-3.85466,4.4604,6.40928,0
9.161,-0.811635,6.72531,8.97826,0
9.511,0.0263362,-0.634464,11.6741,0
9.866,0.361524,-1.22344,9.63666,0
10.218,0.282516,-1.22104,9.68215,0
10.57,0.409409,-1.21625,9.70609,0
10.923,0.277727,-1.14203,9.69891,0
11.278,0.363919,-1.2402,9.65582,0
11.63,0.275333,-1.22344,9.69412,0
11.983,0.296881,-1.21625,9.73722,0
12.338,0.292093,-1.21147,9.7444,0
12.81,0.311246,-1.12527,9.74201,0
13.159,0.347159,-1.23541,9.63906,0
13.506,0.323217,-1.17316,9.81862,0
13.854,0.287304,-1.18274,9.64624,0
14.205,0.342371,-1.22344,9.71806,0
14.551,0.325611,-1.17795,9.77552,0
14.9,0.328006,-1.18513,9.77074,0
15.251,0.430956,-1.14922,9.34936,0
15.598,-1.64961,-1.45328,10.1897,0
15.949,-0.952892,1.98958,6.72531,0
16.296,0.136469,5.47314,9.50259,0
16.644,1.16598,3.10528,9.22007,0
16.994,0.447716,-1.29287,9.32781,0
17.345,0.189142,-1.21865,9.73483,0
17.697,0.158017,-1.25217,9.69891,0
18.17,0.112527,-1.20189,9.83299,0
18.526,0.126893,-1.1995,9.663,0
18.877,0.1652,-1.20907,9.80426,0
19.227,0.134075,-1.15879,9.74919,0
19.578,0.201113,-1.22104,9.65821,0
19.929,0.174777,-1.23301,9.75637,0
20.278,0.155623,-1.18992,9.68215,0
20.629,0.172383,-1.21386,9.71806,0
20.98,0.158017,-1.2402,9.71567,0
21.333,0.213084,-1.28808,9.70131,0
21.686,0.237026,-1.25456,9.71328,0
22.037,0.244209,-1.22104,9.7444,0
22.387,0.136469,-1.15879,9.74919,0
22.737,0.160412,-1.25935,9.72764,0
23.087,0.167594,-1.27372,9.59357,0
23.558,0.215478,-1.26653,9.78271,0
23.907,0.174777,-1.22104,9.71088,0
24.256,0.232238,-1.26653,9.61512,0
24.604,0.158017,-1.16598,9.70609,0
24.955,0.208296,-1.23062,9.75637,0
25.303,0.289698,-1.2785,9.63427,0
25.655,-0.0383072,-1.39582,9.69412,0
26.004,1.04627,0.325611,9.69891,0
26.355,-0.19393,3.65595,9.07163,0
26.701,-2.65517,3.70622,8.46829,0
27.05,-3.32555,3.45483,8.54012,0
27.398,-4.21858,2.25055,7.84819,0
27.749,-4.83389,2.61447,7.75003,0
28.099,-4.76207,2.47082,7.90565,0
28.448,-1.96564,7.11078,8.00861,0
28.914,-0.225055,-1.58017,10.5776,0
29.259,0.169988,-1.04148,9.74919,0
29.606,0.0742203,-1.01514,9.75637,0
29.953,0.0790087,-1.075,9.68455,0
30.297,0.0933739,-1.06542,9.62469,0
30.639,0.011971,-1.09894,9.82101,0
30.985,1.18752,0.246603,10.4938,0
31.333,3.44526,-1.90818,7.56568,0
31.679,3.36146,0.45011,8.90882,0
32.029,0.646435,0.596156,9.95749,0
32.375,-1.08936,-0.593762,9.50977,0
32.724,-0.253785,2.4349,9.57681,0
33.07,0.0167594,-0.0215478,11.6119,0
33.416,0.758962,1.01754,9.64863,0
33.878,1.34554,0.169988,10.5776,0
34.225,6.09564,4.24013,7.79552,0
34.579,10.7212,-1.37188,-0.0933739,1
34.932,9.54808,-0.361524,-0.112527,1
35.284,9.67736,2.68629,0.114922,1
35.638,3.52427,2.70305,9.66539,0
35.983,-1.35512,-0.797269,9.82581,0
36.333,-6.22732,1.30005,6.78996,0
36.681,-10.4722,1.58496,1.27611,1
37.037,-9.24641,0.782904,-0.598551,1
37.394,-4.50589,0.866701,9.21768,0
37.746,0.948104,0.916979,9.42118,0
38.095,2.03747,1.25935,9.39006,0
38.444,2.99275,0.581791,9.22965,0
38.789,0.746991,4.28083,9.07881,0
39.25,2.65517,9.44513,-0.0383072,1
39.606,-5.88016,9.75398,0.897826,1
39.965,-4.8315,-4.78122,4.52983,0
40.314,-2.60968,-3.65355,9.93594,0
40.658,6.71095,3.20105,4.6256,0
41.006,3.54581,8.55688,-4.27126,1
41.36,1.34554,10.1849,-1.99916,1
41.712,-0.395043,8.67419,2.60489,0
42.06,-2.08774,4.07014,9.60554,0
42.41,-0.797269,-0.366313,10.1873,0
42.754,-0.361524,-0.648829,9.46189,0
43.102,-1.36948,-0.174777,5.41568,0
43.449,-2.32238,1.80044,9.25599,0
43.793,0.270545,-1.01275,7.49385,0
44.137,-0.792481,2.75812,7.36217,0
44.596,-0.749385,-1.07978,16.8241,0
44.944,-11.3126,4.13,7.18979,0
45.29,5.77481,-0.351948,4.45082,1
45.644,0.354342,-1.075,9.67258,0
45.99,0.349553,-1.13964,9.79229,0
46.336,0.35913,-1.1157,9.70131,0
46.683,0.308852,-1.07739,9.68933,0
47.03,0.311246,-1.075,9.65342,0
47.375,0.294487,-1.06542,9.84017,0
47.719,0.361524,-1.05824,9.76834,0
48.064,0.299275,-1.06542,9.69412,0
48.411,0.337582,-1.04866,9.69173,0
48.757,0.294487,-1.0319,9.80904,0
49.104,0.301669,-1.00796,9.68215,0
49.453,0.316035,-1.06063,9.7444,0
49.91,0.361524,-1.05824,9.71088,0
50.256,0.304064,-1.07021,9.76355,0
50.602,0.371101,-1.04627,9.68455,0
50.948,0.37589,-1.05584,9.75158,0
51.292,0.335188,-1.04148,9.76116,0
51.635,0.318429,-1.02951,9.7468,0
51.982,0.342371,-1.01275,9.71088,0
52.329,0.304064,-1.05105,9.68694,0
52.672,0.306458,-1.04627,9.72764,0
53.019,0.316035,-1.05584,9.73483,0
53.361,0.35913,-1.0343,9.74201,0
53.709,0.306458,-1.08697,9.76116,0
54.057,0.320823,-1.01993,9.80186,0
54.4,0.220267,-1.05345,9.64863,0
54.746,0.342371,-1.02472,9.65103,0
55.201,0.361524,-1.02711,9.70131,0
55.543,0.31364,-1.01993,9.75158,0
55.886,0.320823,-1.03908,9.64145,0
56.227,0.328006,-1.08218,9.79947,0
56.571,0.277727,-1.04387,9.73243,0
56.911,0.344765,-0.979228,9.69652,0
57.252,0.371101,-1.0319,9.73722,0
57.593,0.342371,-1.0343,9.71806,0
57.938,0.325611,-1.06063,9.67497,0
58.278,0.361524,-0.964863,9.67258,0
58.618,0.366313,-0.981623,9.74201,0
58.958,0.3304,-1.13485,9.71088,0
59.298,0.349553,-1.06542,9.72764,0
59.642,0.371101,-1.0319,9.68694,0
60.093,0.299275,-1.0319,9.79229,0
60.442,0.270545,-1.01514,9.75877,0
60.782,0.3304,-0.991199,9.71328,0
61.123,0.299275,-1.03908,9.69652,0
61.467,0.325611,-1.01035,9.66539,0
61.81,0.323217,-1.05105,9.77313,0
62.151,0.361524,-1.00078,9.71328,0
62.492,0.337582,-0.984017,9.69652,0
62.833,0.282516,-1.05345,9.6606,0
63.174,0.366313,-1.00796,9.77074,0
63.515,0.311246,-1.08697,9.69891,0
63.856,0.289698,-1.0319,9.71567,0
64.198,0.351948,-0.988805,9.71088,0
64.538,0.316035,-1.03908,9.7468,0
64.875,0.306458,-0.995988,9.78989,0
65.334,0.304064,-1.03669,9.69891,0
65.675,0.301669,-1.05105,9.70131,0
66.018,0.354342,-1.0343,9.70849,0
66.361,0.294487,-1.06063,9.75158,0
66.704,0.294487,-1.00796,9.70849,0
67.045,0.294487,-1.01035,9.69652,0
67.388,0.3304,-1.04866,9.70849,0
67.734,0.301669,-1.0319,9.72764,0
68.078,0.275333,-1.02711,9.76116,0
68.42,0.335188,-1.05824,9.7468,0
68.759,0.318429,-1.08936,9.69173,0
69.104,0.342371,-1.01035,9.78271,0
69.449,0.306458,-1.0319,9.65821,0
69.791,0.40462,-1.05584,9.73004,0
70.134,0.304064,-0.97444,9.70849,0
70.583,0.335188,-1.01514,9.75398,0
70.927,0.253785,-1.01514,9.71567,0
71.272,0.272939,-1.04387,9.74201,0
71.614,0.351948,-1.01754,9.74201,0
71.955,0.308852,-1.05824,9.64863,0
72.295,-0.107739,-0.835577,9.61751,0
72.638,0.349553,-0.986411,9.79468,0
72.98,0.138864,-0.545878,9.54089,0
73.322,0.366313,-1.01514,9.74919,0
73.666,-0.227449,-1.4054,9.08839,0
74.009,-3.7182,-2.38941,8.45871,0
74.351,-5.36541,-1.62566,7.63272,0
74.693,-5.4085,-1.70228,7.66145,0
75.037,-4.18506,-1.47962,8.45871,0
75.377,-3.94325,-1.19471,8.54012,0
75.834,-4.13479,-1.35033,8.26479,0
76.175,-2.13802,-0.711078,9.93833,0
76.517,-3.83551,-1.12288,8.73884,0
76.861,-3.78045,-1.16119,8.7963,0
77.203,-3.66552,-1.13006,8.60955,0
77.544,-3.62961,-1.09415,8.67659,0
77.889,-3.20344,-1.13006,9.07642,0
78.231,-0.672771,-0.806846,9.85693,0
78.572,-0.294487,-0.543484,9.95749,0
78.916,-0.976834,-0.804452,9.38048,0
79.257,0.507571,0.0885855,9.42118,0
79.599,-0.0909797,-0.964863,9.39006,0
